"submission_date","state","tot_cases","new_case","pnew_case","tot_death","new_death","pnew_death","created_at","consent_cases","consent_deaths","conf_cases","prob_cases","conf_death","prob_death"
"2020-05-11T00:00:00.000","CT","33765","211.0","-30","3008","41.0","-10","2020-05-12T17:26:08.000","Agree","Agree","31955.0","1810","2294.0","714"
"2020-09-18T00:00:00.000","VT","1572","2.0","0","57","0.0","0","2020-09-20T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2020-06-03T00:00:00.000","MS","18479","334.0","4","1058","12.0","1","2020-06-05T00:00:00.000","Agree","Agree","18339.0","140","1039.0","19"
"2022-04-30T00:00:00.000","GU","48142","5.0","0","354","0.0","0","2022-05-02T12:49:10.008","Not agree","Not agree",NA,NA,NA,NA
"2022-04-30T00:00:00.000","DE","262445","308.0","38","2948","0.0","0","2022-05-02T00:00:00.000","Agree","Agree","239164.0","23281","2648.0","300"
"2020-07-11T00:00:00.000","NE","20944","205.0","0","285","0.0","0","2020-07-13T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2021-10-01T00:00:00.000","MO","823346","1724.0","402","11522","7.0","0","2021-10-02T13:37:53.374","Not agree","Not agree",NA,NA,NA,NA
"2021-08-06T00:00:00.000","MD","472224","890.0","0","9871","4.0","0","2021-08-08T00:00:00.000","N/A","Agree",NA,NA,"9651.0","220"
"2022-06-10T00:00:00.000","MI","2565819","0.0","0","36538","0.0","0","2022-06-11T13:22:12.778","Agree","Agree","2229169.0","336650","33566.0","2972"
"2020-08-16T00:00:00.000","CA","621562","7873.0","0","11104","110.0","0","2020-08-18T00:00:00.000","Agree","Agree","621562.0","0","11104.0","0"
"2021-03-31T00:00:00.000","ND","103299","208.0","49","1466","0.0","0","2021-04-01T14:13:30.582","Agree","Not agree","96726.0","6573",NA,NA
"2022-02-04T00:00:00.000","MD","984492","1694.0","0","13655","44.0","0","2022-02-06T00:00:00.000","N/A","Agree",NA,NA,"13397.0","258"
"2020-03-09T00:00:00.000","WI","1","0.0",NA,"0","0.0",NA,"2020-03-26T16:22:39.452","Agree","Agree",NA,NA,NA,NA
"2021-06-30T00:00:00.000","CA","3710454","-4359.0","0","63023","24.0","0","2021-07-02T00:00:00.000","Agree","Agree","3710454.0","0","63023.0","0"
"2022-04-16T00:00:00.000","MT","273114","0.0","0","3260","0.0","0","2022-04-18T13:38:16.665","Agree","Agree","212648.0","60466","3260.0","0"
"2022-05-23T00:00:00.000","WA","1558492","1160.0","27","12872","9.0","0","2022-05-23T00:00:00.000","N/A","N/A",NA,NA,NA,NA
"2020-10-05T00:00:00.000","WI","141655","1727.0","31","1392","4.0","0","2020-10-06T13:33:58.026","Agree","Agree","134359.0","7296","1381.0","11"
"2020-10-23T00:00:00.000","VT","1867","29.0","0","57","0.0","0","2020-10-25T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2021-05-15T00:00:00.000","MD","455635","378.0","0","9531","11.0","0","2021-05-17T00:00:00.000","N/A","Agree",NA,NA,"9317.0","214"
"2021-02-14T00:00:00.000","GU","7699","10.0","0","130","0.0","0","2021-02-15T14:46:24.739","Not agree","Not agree",NA,NA,NA,NA
"2020-09-11T00:00:00.000","ID","34950","333.0","48","412","5.0","0","2020-09-12T14:12:43.160","Agree","Agree","32228.0","2722","375.0","37"
"2022-03-04T00:00:00.000","CT","724833","432.0","88","10543","28.0","8","2022-03-05T14:44:19.840","Agree","Agree","649380.0","75453","8626.0","1917"
"2021-09-07T00:00:00.000","MD","504856","795.0","0","10139","14.0","0","2021-09-09T00:00:00.000","N/A","Agree",NA,NA,"9916.0","223"
"2021-12-31T00:00:00.000","WA","859206","10366.0","641","9853","0.0","0","2021-12-31T00:00:00.000","N/A","N/A",NA,NA,NA,NA
"2022-01-07T00:00:00.000","NC","1845292","31863.0","5537","20136","60.0","10","2022-01-07T00:00:00.000","Agree","Agree","1548941.0","296351","17703.0","2433"
"2020-04-04T00:00:00.000","VT","430","63.0","0","20","2.0","0","2020-04-06T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2021-09-09T00:00:00.000","WI","751195","2095.0","435","8589","32.0","1","2021-09-10T14:35:13.034","Agree","Agree","675908.0","75287","7717.0","872"
"2021-01-02T00:00:00.000","AL","368138","2497.0","418","7351","80.0","19","2021-01-02T00:00:00.000","Agree","Agree","300194.0","67944","6040.0","1311"
"2022-05-17T00:00:00.000","IN","1716327","0.0","0","23640","0.0","0","2022-05-18T13:45:25.384","Not agree","Agree",NA,NA,"22694.0","946"
"2021-12-12T00:00:00.000","CA","5133238","0.0","0","74509","0.0","0","2021-12-13T15:27:15.951","Agree","Not agree","4867604.0","265634",NA,NA
"2020-09-19T00:00:00.000","ME","5034","42.0","3","140","1.0","0","2020-09-21T00:00:00.000","Agree","Agree","4565.0","469","139.0","1"
"2022-05-07T00:00:00.000","IL","3169315","0.0","0","37956","0.0","0","2022-05-09T13:14:40.058","Agree","Agree","3169315.0","0","33660.0","4296"
"2020-04-05T00:00:00.000","VI","42","0.0",NA,"1","1.0",NA,"2020-04-04T16:22:39.452",NA,NA,NA,NA,NA,NA
"2021-01-23T00:00:00.000","CA","3085040","22972.0","0","35544","515.0","0","2021-01-25T00:00:00.000","Agree","Agree","3085040.0","0","35544.0","0"
"2021-08-12T00:00:00.000","DE","111730","324.0","59","1879","0.0","0","2021-08-14T00:00:00.000","Agree","Agree","104241.0","7489","1718.0","161"
"2022-02-27T00:00:00.000","IN","1680331","0.0","0","22800","0.0","0","2022-02-28T14:56:19.501","Not agree","Agree",NA,NA,"21922.0","878"
"2022-01-08T00:00:00.000","ND","181576","930.0","54","2029","1.0","0","2022-01-10T13:58:15.639","Agree","Not agree","147398.0","34178",NA,NA
"2021-08-23T00:00:00.000","CT","367410","518.0","53","8335","-2.0","0","2021-08-24T14:24:26.650","Agree","Agree","334476.0","32934","6863.0","1472"
"2021-02-28T00:00:00.000","WA","339483","832.0","190","4956","0.0","0","2021-02-28T00:00:00.000","N/A","N/A",NA,NA,NA,NA
"2020-10-31T00:00:00.000","MS","122803","428.0","148","3686","11.0","6","2020-11-02T00:00:00.000","Agree","Agree","106256.0","16547","3268.0","418"
"2020-05-10T00:00:00.000","NE","8242","62.0","0","98","2.0","0","2020-05-12T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2020-07-25T00:00:00.000","MO","49494","530.0","5","1321","11.0","0","2020-07-27T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2020-12-24T00:00:00.000","MI","570566","1932.0","218","13166","99.0","14","2020-12-25T00:00:00.000","Agree","Agree","524450.0","46116","12436.0","730"
"2021-03-30T00:00:00.000","ME","50780","340.0","102","743","5.0","0","2021-04-01T00:00:00.000","Agree","Agree","39037.0","11743","720.0","23"
"2022-02-14T00:00:00.000","MS","781436","4719.0","2363","11652","94.0","41","2022-02-15T15:38:24.608","Agree","Agree","430995.0","350441","7702.0","3950"
"2020-06-18T00:00:00.000","IL","135639","593.0","0","6718","52.0","0","2020-06-19T15:01:11.041","Agree","Agree","134778.0","861","6537.0","181"
"2021-01-27T00:00:00.000","NC","738424","5391.0","1154","10607","79.0","22","2021-01-27T00:00:00.000","Agree","Agree","660031.0","78393","9469.0","1138"
"2021-07-30T00:00:00.000","MD","467961","526.0","0","9844","2.0","0","2021-08-01T00:00:00.000","N/A","Agree",NA,NA,"9625.0","219"
"2020-11-23T00:00:00.000","MS","147604","1101.0","555","4178","31.0","12","2020-11-25T00:00:00.000","Agree","Agree","119917.0","27687","3563.0","615"
"2020-10-03T00:00:00.000","CT","58297","0.0","0","4513","0.0","0","2020-10-04T13:35:23.162","Agree","Agree","55862.0","2435","3614.0","899"
"2020-05-10T00:00:00.000","DE","6587","125.0","3","306","4.0","0","2020-05-12T00:00:00.000","Agree","Agree","6377.0","210","270.0","36"
"2021-12-22T00:00:00.000","NV","487836","1165.0","165","8354","15.0","0","2021-12-23T14:39:18.960","Agree",NA,"472739.0","15097",NA,NA
"2020-03-29T00:00:00.000","NV","920","182.0",NA,"15","1.0",NA,"2020-03-28T16:22:39.452","Agree",NA,NA,NA,NA,NA
"2021-09-17T00:00:00.000","WA","620726","4052.0","793","7201","56.0","0","2021-09-17T00:00:00.000","N/A","N/A",NA,NA,NA,NA
"2020-03-26T00:00:00.000","NH","158","21.0",NA,"1","0.0",NA,"2020-03-26T16:22:39.452","Not agree","Not agree",NA,NA,NA,NA
"2021-07-26T00:00:00.000","IL","1411821","1298.0","0","25881","6.0","2","2021-07-27T14:48:23.791","Agree","Agree","1411821.0","0","23409.0","2472"
"2020-12-24T00:00:00.000","MD","260728","2866.0","0","5931","42.0","0","2020-12-26T00:00:00.000","N/A","Agree",NA,NA,"5744.0","187"
"2022-03-28T00:00:00.000","AL","1294022","306.0","183","19537","11.0","2","2022-03-28T00:00:00.000","Agree","Agree","932030.0","361992","14993.0","4544"
"2021-09-30T00:00:00.000","VT","31241","209.0","3","313","1.0","0","2021-10-02T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2021-10-02T00:00:00.000","NC","1404394","4762.0","744","17292","52.0","5","2021-10-02T00:00:00.000","Agree","Agree","1191702.0","212692","15204.0","2088"
"2020-01-31T00:00:00.000","CA","0","0.0","0","0","0.0","0","2020-02-02T00:00:00.000","Agree","Not agree","0.0","0",NA,NA
"2020-05-28T00:00:00.000","MI","96146","1052.0","196","5859","28.0","0","2020-05-29T00:00:00.000","Agree","Agree","88502.0","7644","5558.0","301"
"2021-07-22T00:00:00.000","MS","333180","1317.0","594","7648","6.0","1","2021-07-24T00:00:00.000","Agree","Agree","203219.0","129961","5276.0","2372"
"2022-04-18T00:00:00.000","MO","1417911","0.0","0","20241","0.0","0","2022-04-19T13:21:35.477","Not agree","Not agree",NA,NA,NA,NA
"2021-11-13T00:00:00.000","NC","1495763","1647.0","375","18754","19.0","6","2021-11-13T00:00:00.000","Agree","Agree","1265004.0","230759","16508.0","2246"
"2021-10-23T00:00:00.000","IL","1680908","0.0","0","28414","0.0","0","2021-10-25T15:25:56.107","Agree","Agree","1680908.0","0","25590.0","2824"
"2020-09-24T00:00:00.000","GU","2286","23.0","0","39","1.0","0","2020-09-25T13:54:10.196","Not agree","Not agree",NA,NA,NA,NA
"2022-02-26T00:00:00.000","NH","297729","0.0","0","2373","0.0","0","2022-02-28T13:14:05.099","Not agree","Not agree",NA,NA,NA,NA
"2022-05-04T00:00:00.000","MS","798283","218.0","146","12450","0.0","0","2022-05-05T13:33:26.319","Agree","Agree","438516.0","359767","8201.0","4249"
"2021-08-18T00:00:00.000","GU","9200","82.0","0","144","0.0","0","2021-08-19T15:10:12.702","Not agree","Not agree",NA,NA,NA,NA
"2022-05-06T00:00:00.000","NV","722133","582.0","42","10787","1.0","0","2022-05-07T13:19:57.094","Agree",NA,"666025.0","56108",NA,NA
"2021-01-13T00:00:00.000","IN","574488","3654.0","0","9131","58.0","0","2021-01-13T00:00:00.000","Not agree","Agree",NA,NA,"8810.0","321"
"2020-03-07T00:00:00.000","MS","28","8.0","0","2","0.0","0","2020-03-09T00:00:00.000","Agree","Agree","24.0","4","1.0","1"
"2022-02-27T00:00:00.000","VI","15395","0.0","0","109","0.0","0","2022-02-28T14:56:19.501",NA,NA,NA,NA,NA,NA
"2020-08-02T00:00:00.000","WA","58129","699.0","18","1596","4.0","0","2020-08-02T00:00:00.000","N/A","N/A",NA,NA,NA,NA
"2020-12-09T00:00:00.000","WA","194418","3123.0","305","3016","49.0","0","2020-12-09T00:00:00.000","N/A","N/A",NA,NA,NA,NA
"2021-07-01T00:00:00.000","IN","754317","390.0","0","13845","5.0","0","2021-07-01T00:00:00.000","Not agree","Agree",NA,NA,"13421.0","424"
"2022-01-05T00:00:00.000","NC","1784191","24432.0","5337","20012","48.0","7","2022-01-05T00:00:00.000","Agree","Agree","1498860.0","285331","17600.0","2412"
"2020-10-26T00:00:00.000","VT","1930","9.0","0","57","0.0","0","2020-10-28T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2022-06-15T00:00:00.000","VT","124994","110.0","10","647","6.0","1","2022-06-16T13:16:57.927","Not agree","Not agree",NA,NA,NA,NA
"2020-09-09T00:00:00.000","AL","133472","1051.0","423","3592","28.0","2","2020-09-09T00:00:00.000","Agree","Agree","122019.0","11453","3144.0","448"
"2021-08-18T00:00:00.000","CA","4225740","14317.0","0","64291","90.0","0","2021-08-20T00:00:00.000","Agree","Agree","4057724.0","168016","64291.0","0"
"2020-09-13T00:00:00.000","NV","73766","317.0","0","1487","3.0","0","2020-09-14T14:01:21.851","Agree",NA,"73537.0","229",NA,NA
"2020-06-02T00:00:00.000","AL","18705","209.0","8","903","21.0","4","2020-06-02T00:00:00.000","Agree","Agree","18435.0","270","842.0","61"
"2020-03-07T00:00:00.000","MI","189","48.0","0","1","0.0","0","2020-03-08T00:00:00.000","Agree","Agree","189.0","0","0.0","1"
"2021-07-30T00:00:00.000","NE","228800","311.0","0","2280","0.0","0","2021-08-01T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2020-08-05T00:00:00.000","NH","6719","26.0","0","418","0.0","0","2020-08-06T14:12:27.571","Not agree","Not agree",NA,NA,NA,NA
"2020-07-19T00:00:00.000","ND","5126","107.0","0","93","1.0","0","2020-07-20T14:35:44.367","Agree","Not agree","5126.0","0",NA,NA
"2022-02-15T00:00:00.000","MD","994577","924.0","0","13965","40.0","1","2022-02-16T15:00:19.743","N/A","Agree",NA,NA,"13705.0","260"
"2020-04-29T00:00:00.000","MS","8213","301.0","3","569","26.0","0","2020-05-01T00:00:00.000","Agree","Agree","8176.0","37","568.0","1"
"2022-04-01T00:00:00.000","DE","257930","95.0","10","2928","1.0","0","2022-04-03T00:00:00.000","Agree","Agree","235113.0","22817","2632.0","296"
"2021-09-01T00:00:00.000","NC","1222461","7531.0","1651","15153","81.0","11","2021-09-01T00:00:00.000","Agree","Agree","1039571.0","182890","13329.0","1824"
"2022-05-30T00:00:00.000","MT","277497","0.0","0","3400","0.0","0","2022-05-31T13:20:20.883","Agree","Agree","215371.0","62126","3400.0","0"
"2021-10-30T00:00:00.000","NC","1473097","1822.0","326","18458","28.0","2","2021-10-30T00:00:00.000","Agree","Agree","1247168.0","225929","16238.0","2220"
"2020-05-14T00:00:00.000","MT","466","4.0","0","16","0.0","0","2020-05-15T16:11:22.000","Agree","Agree","466.0","0","16.0","0"
"2020-11-19T00:00:00.000","VT","3201","145.0","2","62","2.0","0","2020-11-21T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2021-06-24T00:00:00.000","IN","752395","287.0","0","13809","3.0","0","2021-06-24T00:00:00.000","Not agree","Agree",NA,NA,"13386.0","423"
"2022-01-15T00:00:00.000","DE","224492","3232.0","329","2548","10.0","1","2022-01-17T00:00:00.000","Agree","Agree","205410.0","19082","2308.0","240"
"2022-01-29T00:00:00.000","MD","974436","2527.0","0","13432","45.0","1","2022-01-31T00:00:00.000","N/A","Agree",NA,NA,"13175.0","257"
"2021-01-13T00:00:00.000","DE","67501","734.0","58","1262","13.0","2","2021-01-15T00:00:00.000","Agree","Agree","64726.0","2775","1133.0","129"
"2022-04-27T00:00:00.000","NV","718675","238.0","23","10752","3.0","0","2022-04-28T13:30:29.266","Agree",NA,"662934.0","55741",NA,NA
"2021-10-30T00:00:00.000","MS","504318","0.0","0","10075","0.0","0","2021-11-01T12:51:18.861","Agree","Agree","289237.0","215081","6749.0","3326"
"2021-05-23T00:00:00.000","AL","541491","131.0","19","11360","0.0","0","2021-05-23T00:00:00.000","Agree","Agree","418510.0","122981","9073.0","2287"
"2021-05-11T00:00:00.000","NC","973874","1003.0","306","13252","20.0","4","2021-05-11T00:00:00.000","Agree","Agree","838560.0","135314","11692.0","1560"
"2021-07-17T00:00:00.000","GU","8477","0.0","0","142","0.0","0","2021-07-19T13:20:07.101","Not agree","Not agree",NA,NA,NA,NA
"2021-03-30T00:00:00.000","MD","409978","903.0","0","8821","9.0","0","2021-04-01T00:00:00.000","N/A","Agree",NA,NA,"8613.0","208"
"2020-08-26T00:00:00.000","CA","679099","6004.0","0","12158","155.0","0","2020-08-28T00:00:00.000","Agree","Agree","679099.0","0","12158.0","0"
"2021-02-19T00:00:00.000","WI","610974","919.0","145","6852","36.0","1","2021-02-20T14:45:37.694","Agree","Agree","558496.0","52478","6267.0","585"
"2020-11-11T00:00:00.000","MI","374210","7030.0","364","8373","69.0","6","2020-11-12T00:00:00.000","Agree","Agree","342208.0","32002","7986.0","387"
"2020-09-07T00:00:00.000","GU","1619","0.0","0","14","0.0","0","2020-09-08T14:47:00.875","Not agree","Not agree",NA,NA,NA,NA
"2022-01-07T00:00:00.000","VI","12138","305.0","0","89","0.0","0","2022-01-08T14:31:47.092",NA,NA,NA,NA,NA,NA
"2022-05-30T00:00:00.000","NE","487104","1348.0","398","4288","4.0","7","2022-05-31T13:20:20.883","Agree","Agree","342546.0","144558","3456.0","832"
"2021-05-22T00:00:00.000","MO","596262","293.0","83","9006","0.0","0","2021-05-23T13:37:59.772","Not agree","Not agree",NA,NA,NA,NA
"2021-06-01T00:00:00.000","IL","1382587","401.0","0","25233","10.0","2","2021-06-02T14:35:40.709","Agree","Agree","1382587.0","0","22835.0","2398"
"2021-11-26T00:00:00.000","VI","7490","0.0","0","85","0.0","0","2021-11-27T14:19:28.241",NA,NA,NA,NA,NA,NA
"2021-09-13T00:00:00.000","ME","83660","387.0","132","969","4.0","1","2021-09-15T00:00:00.000","Agree","Agree","59987.0","23673","903.0","66"
"2020-05-03T00:00:00.000","VI","66","0.0","0","4","0.0","0","2020-05-04T22:49:24.344",NA,NA,NA,NA,NA,NA
"2020-03-29T00:00:00.000","CT","1993","469.0",NA,"34","1.0",NA,"2020-03-28T16:22:39.452","Agree","Agree",NA,NA,NA,NA
"2021-08-03T00:00:00.000","VI","4691","28.0","0","39","0.0","0","2021-08-04T15:17:10.514",NA,NA,NA,NA,NA,NA
"2022-03-11T00:00:00.000","MI","2371788","973.0","100","35188","26.0","3","2022-03-12T14:36:52.682","Agree","Agree","2065912.0","305876","32419.0","2769"
"2020-04-20T00:00:00.000","NV","3830","102.0","0","164","7.0","6","2020-04-20T16:22:39.452","Agree",NA,"3830.0","0",NA,NA
"2021-08-05T00:00:00.000","ME","71185","132.0","50","901","1.0","0","2021-08-07T00:00:00.000","Agree","Agree","51920.0","19265","851.0","50"
"2021-03-07T00:00:00.000","AL","498963","253.0","34","10691","15.0","1","2021-03-07T00:00:00.000","Agree","Agree","394149.0","104814","8549.0","2142"
"2022-04-26T00:00:00.000","VT","114008","295.0","35","600","1.0","1","2022-04-27T13:16:30.517","Not agree","Not agree",NA,NA,NA,NA
"2021-05-14T00:00:00.000","NE","222524","98.0","0","2271","14.0","0","2021-05-16T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2020-07-15T00:00:00.000","CA","347634","11187.0","0","7164","125.0","0","2020-07-17T00:00:00.000","Agree","Agree","347634.0","0","7164.0","0"
"2020-04-06T00:00:00.000","MT","320","20.0",NA,"6","0.0",NA,"2020-04-05T16:22:39.452","Agree","Agree",NA,NA,NA,NA
"2020-03-05T00:00:00.000","MO","1","0.0","0","0","0.0","0","2020-03-07T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2022-05-18T00:00:00.000","IN","1718494","2167.0","0","23662","22.0","1","2022-05-19T13:33:37.426","Not agree","Agree",NA,NA,"22715.0","947"
"2020-07-14T00:00:00.000","VI","206","0.0","0","6","0.0","0","2020-07-15T15:05:12.266",NA,NA,NA,NA,NA,NA
"2020-05-27T00:00:00.000","VI","69","0.0","0","6","0.0","0","2020-05-28T15:12:25.989",NA,NA,NA,NA,NA,NA
"2021-04-16T00:00:00.000","IL","1296381","3866.0","0","23920","24.0","3","2021-04-17T13:58:33.309","Agree","Agree","1296381.0","0","21630.0","2290"
"2021-04-03T00:00:00.000","WA","367067","1121.0","212","5278","0.0","0","2021-04-03T00:00:00.000","N/A","N/A",NA,NA,NA,NA
"2020-10-12T00:00:00.000","MO","158257","2789.0","152","2871","20.0","0","2020-10-14T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2020-02-21T00:00:00.000","IN","0","0.0",NA,"0","0.0",NA,"2020-03-26T16:22:39.452","Not agree","Agree",NA,NA,NA,NA
"2020-03-09T00:00:00.000","ID","0","0.0",NA,"0","0.0",NA,"2020-03-26T16:22:39.452","Agree","Agree",NA,NA,NA,NA
"2020-03-10T00:00:00.000","ME","0","0.0","0","0","0.0","0","2020-03-12T00:00:00.000","Agree","Agree","0.0","0","0.0","0"
"2021-09-19T00:00:00.000","VT","29483","240.0","1","293","1.0","0","2021-09-21T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2021-03-02T00:00:00.000","IL","1189416","1577.0","0","22803","44.0","-3","2021-03-03T15:20:17.644","Agree","Agree","1189416.0","0","20583.0","2220"
"2020-06-05T00:00:00.000","MD","56770","912.0","0","2817","33.0","0","2020-06-07T00:00:00.000","N/A","Agree",NA,NA,"2695.0","122"
"2022-06-07T00:00:00.000","ME","265273","299.0","114","2400","0.0","0","2022-06-08T13:25:49.473","Agree","Agree","191223.0","74050","2133.0","267"
"2021-08-02T00:00:00.000","NH","100986","111.0","40","1387","0.0","0","2021-08-03T14:29:23.404","Not agree","Not agree",NA,NA,NA,NA
"2022-03-30T00:00:00.000","MI","2387521","1049.0","232","35662","40.0","6","2022-03-31T14:49:40.205","Agree","Agree","2078951.0","308570","32830.0","2832"
"2020-11-24T00:00:00.000","NE","117841","2149.0","0","950","16.0","0","2020-11-26T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2020-04-18T00:00:00.000","MO","6039","149.0","0","264","8.0","0","2020-04-20T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2021-12-19T00:00:00.000","AL","857318","552.0","90","16610","11.0","3","2021-12-19T00:00:00.000","Agree","Agree","630429.0","226889","12898.0","3712"
"2020-07-13T00:00:00.000","MI","141733","1820.0","152","6412","4.0","0","2020-07-14T00:00:00.000","Agree","Agree","128644.0","13089","6103.0","309"
"2022-03-18T00:00:00.000","MD","1008536","358.0","0","14293","7.0","0","2022-03-19T13:30:21.744","N/A","Agree",NA,NA,"14029.0","264"
"2020-10-08T00:00:00.000","MT","16677","614.0","0","197","4.0","0","2020-10-09T13:43:36.023","Agree","Agree","16677.0","0","197.0","0"
"2022-01-05T00:00:00.000","WA","898402","10986.0","2013","9909","0.0","0","2022-01-05T00:00:00.000","N/A","N/A",NA,NA,NA,NA
"2020-09-17T00:00:00.000","NV","74786","344.0","-3","1541","12.0","0","2020-09-18T13:48:37.104","Agree",NA,"74595.0","191",NA,NA
"2022-04-07T00:00:00.000","GU","47541","27.0","27","352","0.0","0","2022-04-08T13:45:38.728","Not agree","Not agree",NA,NA,NA,NA
"2020-12-22T00:00:00.000","IN","471981","3669.0","0","7556","143.0","0","2020-12-22T00:00:00.000","Not agree","Agree",NA,NA,"7260.0","296"
"2022-02-25T00:00:00.000","CT","722377","423.0","67","10465","22.0","4","2022-02-26T14:15:52.215","Agree","Agree","647232.0","75145","8565.0","1900"
"2022-03-03T00:00:00.000","NE","476193","186.0","67","4013","11.0","4","2022-03-04T15:15:42.592","Agree","Agree","335085.0","141108","3281.0","732"
"2020-02-24T00:00:00.000","NH","0","0.0",NA,"0","0.0",NA,"2020-03-26T16:22:39.452","Not agree","Not agree",NA,NA,NA,NA
"2020-06-06T00:00:00.000","NH","5019","66.0","0","283","5.0","0","2020-06-07T14:23:35.373","Not agree","Not agree",NA,NA,NA,NA
"2020-04-07T00:00:00.000","VI","45","2.0",NA,"1","0.0",NA,"2020-04-07T16:22:39.452",NA,NA,NA,NA,NA,NA
"2020-10-14T00:00:00.000","NH","9349","70.0","27","458","2.0","1","2020-10-15T13:30:46.649","Not agree","Not agree",NA,NA,NA,NA
"2021-08-15T00:00:00.000","ND","113330","53.0","-11","1545","0.0","0","2021-08-16T15:23:49.353","Agree","Not agree","103299.0","10031",NA,NA
"2022-04-14T00:00:00.000","ME","239648","519.0","166","2276","0.0","0","2022-04-15T13:23:20.350","Agree","Agree","173498.0","66150","2050.0","226"
"2021-12-15T00:00:00.000","WA","796162","1482.0","304","9635","27.0","0","2021-12-15T00:00:00.000","N/A","N/A",NA,NA,NA,NA
"2022-06-17T00:00:00.000","MT","283054","2089.0","2067","3440","6.0","0","2022-06-18T13:33:11.044","Agree","Agree","218861.0","64193","3440.0","0"
"2022-01-01T00:00:00.000","MO","1006913","0.0","0","16074","0.0","0","2022-01-03T13:55:55.033","Not agree","Not agree",NA,NA,NA,NA
"2020-06-10T00:00:00.000","ID","3260","40.0","7","85","0.0","0","2020-06-11T14:48:51.509","Agree","Agree","2947.0","313","65.0","20"
"2021-04-28T00:00:00.000","NE","219809","245.0","0","2243","1.0","0","2021-04-30T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2020-05-16T00:00:00.000","NE","10162","424.0","0","123","4.0","0","2020-05-18T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2021-10-15T00:00:00.000","DE","137267","450.0","35","2103","6.0","0","2021-10-17T00:00:00.000","Agree","Agree","126626.0","10641","1919.0","184"
"2020-06-04T00:00:00.000","ND","2706","27.0","0","66","0.0","0","2020-06-05T15:17:07.242","Agree","Not agree","2706.0","0",NA,NA
"2021-04-30T00:00:00.000","NE","220266","193.0","0","2245","1.0","0","2021-05-02T00:00:00.000","Not agree","Not agree",NA,NA,NA,NA
"2021-10-11T00:00:00.000","NH","124845","213.0","0","1498","1.0","0","2021-10-12T14:00:10.316","Not agree","Not agree",NA,NA,NA,NA
"2021-08-02T00:00:00.000","IL","1425219","1870.0","0","25930","6.0","1","2021-08-03T14:29:23.404","Agree","Agree","1425219.0","0","23451.0","2479"
"2021-11-25T00:00:00.000","ID","305133","0.0","0","3891","0.0","0","2021-11-26T14:12:52.035","Agree","Agree","242004.0","63129","3207.0","684"
"2021-10-02T00:00:00.000","DE","132089","632.0","37","2053","4.0","0","2021-10-04T00:00:00.000","Agree","Agree","122014.0","10075","1874.0","179"
"2021-06-01T00:00:00.000","CA","3685455","423.0","0","62021","10.0","0","2021-06-03T00:00:00.000","Agree","Agree","3685455.0","0","62021.0","0"
"2020-09-27T00:00:00.000","DE","20099","97.0","0","664","3.0","2","2020-09-29T00:00:00.000","Agree","Agree","19134.0","965","583.0","81"
"2022-05-17T00:00:00.000","MI","2472596","0.0","0","36140","0.0","0","2022-05-18T13:45:25.384","Agree","Agree","2150625.0","321971","33244.0","2896"
"2020-12-10T00:00:00.000","ND","87213","506.0","35","1130","27.0","0","2020-12-11T15:06:51.565","Agree","Not agree","85206.0","2007",NA,NA
"2020-02-03T00:00:00.000","IN","0","0.0",NA,"0","0.0",NA,"2020-03-26T16:22:39.452","Not agree","Agree",NA,NA,NA,NA
"2021-02-02T00:00:00.000","CA","3270770","12064.0","0","40457","194.0","0","2021-02-04T00:00:00.000","Agree","Agree","3270770.0","0","40457.0","0"
"2021-03-20T00:00:00.000","AL","510134","365.0","83","10863","11.0","2","2021-03-20T00:00:00.000","Agree","Agree","399904.0","110230","8678.0","2185"
"2020-11-01T00:00:00.000","MT","33495","694.0","0","376","1.0","0","2020-11-02T14:53:09.062","Agree","Agree","33495.0","0","376.0","0"
"2022-05-16T00:00:00.000","MT","275113","0.0","0","3381","0.0","0","2022-05-17T13:42:49.599","Agree","Agree","213890.0","61223","3381.0","0"
"2020-12-17T00:00:00.000","GU","7193","10.0","1","119","0.0","0","2020-12-18T14:45:01.331","Not agree","Not agree",NA,NA,NA,NA
"2021-09-25T00:00:00.000","WA","644156","3360.0","425","7505","11.0","0","2021-09-25T00:00:00.000","N/A","N/A",NA,NA,NA,NA
